date,18:00,19:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-19,46.30000,45.40000,44.20000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-20,42.00000,41.80000,40.80000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-21,32.40000,29.20000,28.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-22,42.70000,42.10000,41.20000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-23,42.70000,42.50000,42.00000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-24,47.30000,46.60000,44.60000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-25,42.50000,41.80000,41.20000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-26,43.90000,42.70000,42.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-27,28.60000,28.70000,28.60000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-28,36.40000,33.80000,34.00000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-29,43.30000,42.30000,41.40000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30,45.70000,44.20000,44.40000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-31,39.10000,38.90000,39.10000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-01,44.00000,42.80000,42.60000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-02,41.70000,42.90000,39.80000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-03,35.50000,35.20000,35.00000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-04,38.00000,37.60000,35.50000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-05,43.20000,42.90000,42.50000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-06,41.50000,41.00000,40.40000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-07,41.60000,41.50000,41.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-08,40.10000,39.40000,39.00000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-09,41.40000,40.80000,42.00000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-10,33.50000,33.00000,32.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-11,38.50000,38.40000,36.00000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-12,30.90000,29.80000,29.60000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-13,42.30000,41.70000,41.40000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-14,41.40000,41.00000,41.20000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-15,43.30000,43.60000,42.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-16,42.50000,41.90000,41.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-17,36.80000,35.90000,36.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-18,24.70000,24.80000,22.60000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-19,38.10000,37.70000,37.50000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-20,37.90000,38.10000,37.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-21,40.30000,39.50000,39.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-22,40.10000,39.20000,39.00000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-23,40.60000,40.70000,40.80000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-24,30.90000,30.10000,29.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-25,37.20000,36.80000,33.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-26,41.40000,40.00000,39.80000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-27,43.00000,42.00000,41.80000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-28,41.00000,40.70000,40.60000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-29,42.70000,42.10000,41.60000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-30,48.90000,48.50000,47.40000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-01,34.60000,35.10000,34.70000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-02,30.40000,30.20000,27.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-03,41.70000,42.00000,41.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-04,41.00000,40.00000,39.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-05,44.20000,43.50000,43.20000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-06,43.10000,44.30000,44.00000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-07,43.00000,42.50000,43.10000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-08,29.00000,28.40000,28.70000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-09,38.20000,38.50000,34.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-10,44.10000,42.30000,42.10000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-11,45.70000,44.80000,45.20000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-12,43.40000,42.10000,42.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-13,43.50000,43.60000,43.40000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-14,41.80000,41.30000,41.60000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-15,28.20000,28.60000,28.40000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-16,37.50000,36.80000,32.50000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-17,40.50000,39.70000,39.70000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-18,39.70000,39.40000,39.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-19,40.70000,38.90000,39.10000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-20,38.40000,38.40000,38.20000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-21,41.00000,40.90000,40.00000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-22,33.30000,33.10000,33.40000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-23,37.40000,37.00000,33.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-24,40.10000,41.00000,40.70000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-25,43.50000,42.40000,41.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-26,41.30000,40.70000,40.50000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-27,43.40000,42.40000,42.70000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-28,41.90000,41.20000,41.70000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-29,36.50000,36.50000,36.20000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30,38.10000,38.50000,33.40000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,41.90000,40.60000,40.00000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-01,38.70000,39.10000,39.50000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02,41.00000,40.50000,39.60000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-03,40.70000,39.80000,39.00000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-04,40.20000,38.30000,37.80000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-05,33.70000,34.10000,33.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-06,36.80000,37.00000,33.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-07,40.40000,40.40000,40.50000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-08,43.10000,42.10000,42.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-09,42.60000,42.10000,41.70000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-10,41.50000,40.90000,41.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11,40.10000,39.50000,39.20000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-12,29.30000,29.10000,28.70000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-13,37.80000,38.20000,33.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-14,42.00000,41.20000,38.70000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-15,37.70000,38.10000,37.60000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-16,40.70000,40.30000,39.20000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-17,37.70000,36.30000,38.00000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-18,39.80000,38.70000,39.00000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-19,31.10000,31.10000,31.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-20,34.40000,33.90000,32.00000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-21,36.50000,36.70000,37.20000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-22,42.10000,40.80000,39.70000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-23,39.30000,39.10000,39.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-24,38.70000,38.20000,38.40000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-25,37.20000,36.60000,37.20000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-26,34.00000,34.10000,34.20000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-27,35.00000,35.90000,31.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-28,41.60000,42.00000,41.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-29,39.10000,38.80000,40.00000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-30,41.80000,41.00000,39.60000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-31,39.20000,38.70000,38.10000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-01,42.40000,41.70000,41.50000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-02,33.20000,33.30000,33.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-03,37.30000,38.10000,33.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-04,37.90000,36.70000,37.60000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-05,40.90000,39.50000,37.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06,37.20000,37.40000,36.40000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07,36.20000,35.80000,35.50000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-08,36.30000,35.50000,35.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-09,35.70000,36.10000,35.80000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-10,32.50000,32.10000,30.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-11,39.30000,38.10000,37.50000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-12,37.90000,37.80000,36.60000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-13,39.80000,38.70000,38.70000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-14,37.00000,36.60000,36.50000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-15,39.30000,39.10000,39.10000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-16,35.90000,36.10000,36.40000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-17,36.70000,36.60000,32.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-18,37.00000,36.90000,36.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-19,37.80000,38.40000,38.20000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-20,37.40000,37.00000,35.70000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-21,39.60000,39.20000,38.50000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-22,40.40000,39.60000,38.80000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-23,41.80000,41.60000,40.80000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-24,38.50000,38.20000,35.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-25,44.20000,42.60000,42.20000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-26,47.60000,45.80000,44.20000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-27,52.00000,47.50000,46.00000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-28,40.40000,40.50000,39.40000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-01,43.50000,40.70000,40.50000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02,38.20000,37.80000,38.10000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-03,38.10000,37.90000,34.20000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-04,43.70000,42.10000,40.50000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-05,48.40000,46.20000,45.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-06,47.10000,46.50000,45.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-07,47.00000,47.10000,46.40000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-08,45.30000,45.10000,45.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-09,46.60000,46.40000,44.60000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-10,42.20000,41.60000,38.10000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-11,43.70000,45.00000,44.50000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-12,42.30000,42.80000,42.80000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-13,44.90000,44.30000,43.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-14,44.40000,43.40000,41.00000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-15,43.40000,43.80000,44.00000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-16,41.90000,41.60000,42.10000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-17,42.30000,42.20000,36.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-18,46.60000,45.20000,45.70000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-19,47.30000,47.80000,47.80000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-20,45.20000,45.30000,45.60000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-21,45.60000,45.20000,45.50000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-22,42.70000,43.80000,43.40000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-23,44.90000,44.40000,45.50000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-24,41.90000,41.50000,38.20000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-25,45.20000,44.70000,44.60000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-26,43.20000,41.50000,41.50000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-27,46.60000,46.00000,45.70000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-28,45.30000,44.10000,43.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-29,51.80000,46.40000,45.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-30,44.20000,43.30000,43.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,42.00000,42.30000,38.70000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-01,41.10000,40.10000,39.50000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-02,32.60000,30.50000,30.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-03,42.50000,42.30000,41.10000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-04,43.80000,43.40000,43.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-05,41.90000,41.30000,41.70000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-06,42.60000,42.60000,42.70000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-07,40.30000,36.10000,35.80000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-08,39.50000,39.50000,38.90000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-09,34.10000,33.50000,32.80000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-10,41.90000,40.50000,39.70000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-11,42.20000,41.60000,41.10000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-12,43.00000,42.30000,42.50000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-13,39.50000,39.90000,39.30000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-14,40.20000,38.10000,37.40000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-15,42.30000,42.10000,41.60000,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
